SAMPLE_POINT_ID,COLLECTION_DATE,Convert Date,Concantenate (Fake Year),Convert to Date Format (Fake Year),,RESULT,COLLECTION_TIME,SAMPLER,ENTRY_DATE,ANALYSIS_DATE,ANALYTE,STATUS,RESULT,UNITS,SAMPLE_ID,LAB_NAME,ANALYST,SAMPLE_TYPE
EDITHI,18-OCT-11,10/18/11,10-18-2015,Err:502,14,14,10:35,JDG,22-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200339324,,WWUAKS,PR OILTPH 01
EDITHI,24-OCT-11,10/24/11,10-24-2015,Err:502,2.2,2.2,09:35,ACS,08-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,2.2,MG/L,200339645,,WWUAKS,PR OILTPH 01
EDITHI,01-NOV-11,11/01/11,11-1-2015,Err:502,9.2,9.2,09:50,ACS,08-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,9.2,MG/L,200340035,,WWUAKS,PR OILTPH 01
EDITHI,28-NOV-11,11/28/11,11-28-2015,Err:502,16,16,10:15,ACS,12-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200341584,,WWUAKS,PR OILTPH 01
EDITHI,07-NOV-11,11/07/11,11-7-2015,Err:502,7.9,7.9,10:30,ACS,22-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,7.9,MG/L,200340447,,WWUNAA,PR OILTPH 01
EDITHI,14-NOV-11,11/14/11,11-14-2015,Err:502,5.9,5.9,09:50,ACS,07-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,5.9,MG/L,200340829,,WWUAKS,PR OILTPH 01
EDITHI,21-NOV-11,11/21/11,11-21-2015,Err:502,8,8,09:25,ACS,30-NOV-11,,HEM - SGT HEM (Oil and Grease),APPROVED,8,MG/L,200341299,,WWUAKS,PR OILTPH 01
EDITHI,05-DEC-11,12/05/11,12-5-2015,Err:502,5.7,5.7,10:15,ACS,21-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,5.7,MG/L,200341894,,WWUAKS,PR OILTPH 01
EDITHI,12-DEC-11,12/12/11,12-12-2015,Err:502,8.4,8.4,09:55,ACS,21-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200342295,,WWUAKS,PR OILTPH 01
EDITHI,19-DEC-11,12/19/11,12-19-2015,Err:502,8,8,09:45,ACS,30-DEC-11,,HEM - SGT HEM (Oil and Grease),APPROVED,8,MG/L,200342713,,WWUAKS,PR OILTPH 01
EDITHI,04-JAN-12,01/04/12,1-4-2015,Err:502,4,<5.0,09:00,ACS,12-JAN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.0,MG/L,200343508,,WWUAKS,PR OILTPH 01
EDITHI,09-JAN-12,01/09/12,1-9-2015,Err:502,16,16,10:15,ACS,27-JAN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200343776,,WWUAKS,PR OILTPH 01
EDITHI,17-JAN-12,01/17/12,1-17-2015,Err:502,7.8,7.8,09:05,ACS,03-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.8,MG/L,200344224,,WWUAKS,PR OILTPH 01
EDITHI,23-JAN-12,01/23/12,1-23-2015,Err:502,11,11,09:40,ACS,06-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200344587,,WWUAKS,PR OILTPH 01
EDITHI,01-FEB-12,02/01/12,2-1-2015,Err:502,7.8,7.8,10:45,ACS,24-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.8,MG/L,200345069,,WWUAKS,PR OILTPH 01
EDITHI,06-FEB-12,02/06/12,2-6-2015,Err:502,4,<5.0,09:30,ACS,23-FEB-12,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.0,MG/L,200345319,,WWUAKS,PR OILTPH 01
EDITHI,15-FEB-12,02/15/12,2-15-2015,Err:502,7.1,7.1,09:30,SAM,02-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.1,MG/L,200345855,,WWUAKS,PR OILTPH 01
EDITHI,22-FEB-12,02/22/12,2-22-2015,Err:502,7.4,7.4,10:30,ACS,09-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.4,MG/L,200346229,,WWUAKS,PR OILTPH 01
EDITHI,27-FEB-12,02/27/12,2-27-2015,Err:502,12,12,09:55,ACS,14-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200346531,,WWUAKS,PR OILTPH 01
EDITHI,06-MAR-12,03/06/12,3-6-2015,Err:502,12,12,11:15,ACS,27-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200346949,,WWUAKS,PR OILTPH 01
EDITHI,12-MAR-12,03/12/12,3-12-2015,Err:502,9.7,9.7,09:40,ACS,27-MAR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.7,MG/L,200347269,,WWUAKS,PR OILTPH 01
EDITHI,19-MAR-12,03/19/12,3-19-2015,Err:502,9.4,9.4,08:45,ACS,02-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.4,MG/L,200347677,,WWUAKS,PR OILTPH 01
EDITHI,26-MAR-12,03/26/12,3-26-2015,Err:502,12,12,09:10,ACS,05-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200348065,,WWUAKS,PR OILTPH 01
EDITHI,03-APR-12,04/03/12,4-3-2015,Err:502,8.3,8.3,12:10,ACS,23-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.3,MG/L,200348496,,WWUAKS,PR OILTPH 01
EDITHI,09-APR-12,04/09/12,4-9-2015,Err:502,12,12,11:40,ACS,26-APR-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200348836,,WWUAKS,PR OILTPH 01
EDITHI,16-APR-12,04/16/12,4-16-2015,Err:502,7.8,7.8,10:15,ACS,03-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.8,MG/L,200349250,,WWUAKS,PR OILTPH 01
EDITHI,23-APR-12,04/23/12,4-23-2015,Err:502,9.4,9.4,9:30,ACS,14-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.4,MG/L,200349671,,WWUAKS,PR OILTPH 01
EDITHI,02-MAY-12,05/02/12,5-2-2015,Err:502,15,15,10:40,ACS,09-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200350194,,WWUAKS,PR OILTPH 01
EDITHI,07-MAY-12,05/07/12,5-7-2015,Err:502,7.9,7.9,09:35,ACS,04-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.9,MG/L,200350478,,WWUAKS,PR OILTPH 01
EDITHI,14-MAY-12,05/14/12,5-14-2015,Err:502,9.9,9.9,13:30,ACS,22-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.9,MG/L,200350887,,WWUAKS,PR OILTPH 01
EDITHI,21-MAY-12,05/21/12,5-21-2015,Err:502,17,17,11:10,ACS,24-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200351275,,WWUAKS,PR OILTPH 01
EDITHI,30-MAY-12,05/30/12,5-30-2015,Err:502,4,<5.0,09:30,ACS,15-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.0,MG/L,200351727,,WWUAKS,PR OILTPH 01
EDITHI,04-JUN-12,06/04/12,6-4-2015,Err:502,16,16,13:25,ACS,29-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200351963,,WWUAKS,PR OILTPH 01
EDITHI,11-JUN-12,06/11/12,6-11-2015,Err:502,9.5,9.5,09:10,ACS,22-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.5,MG/L,200352336,,WWUNAA,PR OILTPH 01
EDITHI,18-JUN-12,06/18/12,6-18-2015,Err:502,9.2,9.2,12:20,ACS,09-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.2,MG/L,200352748,,WWUAKS,PR OILTPH 01
EDITHI,25-JUN-12,06/25/12,6-25-2015,Err:502,16,16,09:05,ACS,05-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200353207,,WWUAKS,PR OILTPH 01
EDITHI,02-JUL-12,07/02/12,7-2-2015,Err:502,7.9,7.9,11:30,SAM,26-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.9,MG/L,200353652,,WWUAKS,PR OILTPH 01
EDITHI,10-JUL-12,07/10/12,7-10-2015,Err:502,19,19,13:45,SAM,19-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200354031,,WWUAKS,PR OILTPH 01
EDITHI,17-JUL-12,07/17/12,7-17-2015,Err:502,8.2,8.2,15:15,SAM,02-AUG-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.2,MG/L,200354515,,WWUAKS,PR OILTPH 01
EDITHI,23-JUL-12,07/23/12,7-23-2015,Err:502,5.6,5.6,09:05,SAM,31-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.6,MG/L,200354839,,WWUAKS,PR OILTPH 01
EDITHI,30-JUL-12,07/30/12,7-30-2015,Err:502,5,5,10:15,SAM,20-AUG-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5,MG/L,200355213,,WWUAKS,PR OILTPH 01
EDITHI,06-AUG-12,08/06/12,8-6-2015,Err:502,8.1,8.1,10:10,ACM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.1,MG/L,200355544,,WWUNAA,PR OILTPH 01
EDITHI,13-AUG-12,08/13/12,8-13-2015,Err:502,14,14,09:10,SAM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200355952,,WWUNAA,PR OILTPH 01
EDITHI,20-AUG-12,08/20/12,8-20-2015,Err:502,49.1,49.1,11:10,SAM,31-AUG-12,,HEM - SGT HEM (Oil and Grease),APPROVED,49.1,MG/L,200356551,,WWUNAA,PR OILTPH 01
EDITHI,04-SEP-12,09/04/12,9-4-2015,Err:502,8.5,8.5,09:50,SAM,26-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.5,MG/L,200357319,,WWUNAA,PR OILTPH 01
EDITHI,10-SEP-12,09/10/12,9-10-2015,Err:502,13,13,13:10,SAM,31-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200357690,,WWURXF,PR OILTPH 01
EDITHI,18-SEP-12,09/18/12,9-18-2015,Err:502,5.3,5.3,09:40,SAM,12-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.3,MG/L,200358143,,WWUNAA,PR OILTPH 01
EDITHI,24-SEP-12,09/24/12,9-24-2015,Err:502,42,42,12:20,ACS,23-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,42,MG/L,200358534,,WWUNAA,PR OILTPH 01
EDITHI,03-OCT-12,10/03/12,10-3-2015,Err:502,10,10,09:30,SAM,23-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200359014,,WWUNAA,PR OILTPH 01
EDITHI,08-OCT-12,10/08/12,10-8-2015,Err:502,8.5,8.5,09:30,SAM,22-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.5,MG/L,200359290,,WWUNAA,PR OILTPH 01
EDITHI,17-OCT-12,10/17/12,10-17-2015,Err:502,32,32,11:45,SAM,08-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,32,MG/L,200359870,,WWUNAA,PR OILTPH 01
EDITHI,22-OCT-12,10/22/12,10-22-2015,Err:502,8.2,8.2,14:10,SAM,05-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.2,MG/L,200360125,,WWUNAA,PR OILTPH 01
EDITHI,29-OCT-12,10/29/12,10-29-2015,Err:502,17,17,11:50,SAM,18-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200360519,,WWUNAA,PR OILTPH 01
EDITHI,05-NOV-12,11/05/12,11-5-2015,Err:502,8.4,8.4,13:15,SAM,05-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200360890,,WWUNAA,PR OILTPH 01
EDITHI,14-NOV-12,11/14/12,11-14-2015,Err:502,21,21,12:00,SAM,26-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200361381,,WWURXF,PR OILTPH 01
EDITHI,19-NOV-12,11/19/12,11-19-2015,Err:502,27,27,12:00,SAM,07-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,27,MG/L,200361668,,WWUNAA,PR OILTPH 01
EDITHI,26-NOV-12,11/26/12,11-26-2015,Err:502,6.3,6.3,10:25,SAM,04-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.3,MG/L,200361962,,WWUNAA,PR OILTPH 01
EDITHI,03-DEC-12,12/03/12,12-3-2015,Err:502,13,13,10:20,SAM,19-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200362301,,WWUNAA,PR OILTPH 01
EDITHI,10-DEC-12,12/10/12,12-10-2015,Err:502,54.9,54.9,11:30,SAM,20-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,54.9,MG/L,200362692,,WWUNAA,PR OILTPH 01
EDITHI,17-DEC-12,12/17/12,12-17-2015,Err:502,9.9,9.9,11:10,SAM,27-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.9,MG/L,200363132,,WWUNAA,PR OILTPH 01
EDITHI,24-DEC-12,12/24/12,12-24-2015,Err:502,33.9,33.9,10:00,SAM,03-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,33.9,MG/L,200363508,,WWUNAA,PR OILTPH 01
EDITHI,02-JAN-13,01/02/13,1-2-2015,Err:502,16,16,11:30,SAM,10-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200363867,,WWURXF,PR OILTPH 01
EDITHI,07-JAN-13,01/07/13,1-7-2015,Err:502,9.3,9.3,12:45,SAM,30-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.3,MG/L,200364119,,WWUNAA,PR OILTPH 01
EDITHI,16-JAN-13,01/16/13,1-16-2015,Err:502,15,15,11:15,SAM,31-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200364696,,WWUNAA,PR OILTPH 01
EDITHI,23-JAN-13,01/23/13,1-23-2015,Err:502,8.8,8.8,13:10,SAM,30-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.8,MG/L,200365032,,WWUNAA,PR OILTPH 01
EDITHI,28-JAN-13,01/28/13,1-28-2015,Err:502,12,12,11:35,SAM,15-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200365311,,WWUNAA,PR OILTPH 01
EDITHI,04-FEB-13,02/04/13,2-4-2015,Err:502,10,10,13:45,SAM,27-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200365645,,WWUNAA,PR OILTPH 01
EDITHI,11-FEB-13,02/11/13,2-11-2015,Err:502,3.7,3.7,13:35,SAM,08-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,3.7,MG/L,200366051,,WWUNAA,PR OILTPH 01
EDITHI,20-FEB-13,02/20/13,2-20-2015,Err:502,18,18,09:30,SAM,08-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200366586,,WWUNAA,PR OILTPH 01
EDITHI,25-FEB-13,02/25/13,2-25-2015,Err:502,35.7,35.7,10:55,SAM,15-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,35.7,MG/L,200366863,,WWUNAA,PR OILTPH 01
EDITHI,04-MAR-13,03/04/13,3-4-2015,Err:502,7.7,7.7,09:55,SAM,01-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200367226,,WWUNAA,PR OILTPH 01
EDITHI,11-MAR-13,03/11/13,3-11-2015,Err:502,9.8,9.8,10:00,SAM,02-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.8,MG/L,200367638,,WWUNAA,PR OILTPH 01
EDITHI,18-MAR-13,03/18/13,3-18-2015,Err:502,11,11,11:00,SAM,05-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200368087,,WWUNAA,PR OILTPH 01
EDITHI,27-MAR-13,03/27/13,3-27-2015,Err:502,7.6,7.6,11:20,ACM,10-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.6,MG/L,200368609,,WWURAP,PR OILTPH 01
EDITHI,02-APR-13,04/02/13,4-2-2015,Err:502,16,16,09:30,SAM,24-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200368897,,WWURAP,PR OILTPH 01
EDITHI,10-APR-13,04/10/13,4-10-2015,Err:502,5,<5.6,08:45,SAM,28-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.6,MG/L,200369377,,WWURAP,PR OILTPH 01
EDITHI,17-APR-13,04/17/13,4-17-2015,Err:502,5,<5.6,09:15,SAM,12-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.6,MG/L,200369888,,WWURAP,PR OILTPH 01
EDITHI,24-APR-13,04/24/13,4-24-2015,Err:502,11,11,08:45,SAM,15-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200370359,,WWURAP,PR OILTPH 01
EDITHI,01-MAY-13,05/01/13,5-1-2015,Err:502,6,6,09:15,SAM,19-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6,MG/L,200370777,,WWURAP,PR OILTPH 01
EDITHI,08-MAY-13,05/08/13,5-8-2015,Err:502,5.2,5.2,09:15,ACS,05-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,5.2,MG/L,200371219,,WWURAP,PR OILTPH 01
EDITHI,15-MAY-13,05/15/13,5-15-2015,Err:502,9.8,9.8,09:40,SAM,05-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.8,MG/L,200371679,,WWURAP,PR OILTPH 01
EDITHI,22-MAY-13,05/22/13,5-22-2015,Err:502,7.7,7.7,11:25,ACS,02-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200372096,,WWURAP,PR OILTPH 01
EDITHI,29-MAY-13,05/29/13,5-29-2015,Err:502,5,<5.4,09:45,ACS,09-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.4,MG/L,200372430,,WWURAP,PR OILTPH 01
EDITHI,30-MAY-13,05/30/13,5-30-2015,Err:502,6.1,6.1,09:05,ACS,09-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6.1,MG/L,200372482,WQL,WWURAP,PR ADHOC  01
EDITHI,05-JUN-13,06/05/13,6-5-2015,Err:502,5,<5.2,09:45,JDG,23-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.2,MG/L,200372816,,WWURAP,PR OILTPH 01
EDITHI,12-JUN-13,06/12/13,6-12-2015,Err:502,9.2,9.2,14:15,JDG,08-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.2,MG/L,200373274,,WWURAP,PR OILTPH 01
EDITHI,19-JUN-13,06/19/13,6-19-2015,Err:502,9.4,9.4,11:10,JDG,16-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.4,MG/L,200373648,,WWURAP,PR OILTPH 01
EDITHI,25-JUN-13,06/25/13,6-25-2015,Err:502,59,59,12:05,JDG,08-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,59,MG/L,200374023,,WWURAP,PR OILTPH 01
EDITHI,02-JUL-13,07/02/13,7-2-2015,Err:502,45,45,10:40,ACM,18-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,45,MG/L,200374532,,WWURAP,PR OILTPH 01
EDITHI,17-JUL-13,07/17/13,7-17-2015,Err:502,8.3,8.3,12:30,ACM,29-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.3,MG/L,200375529,,WWURAP,PR OILTPH 01
EDITHI,23-JUL-13,07/23/13,7-23-2015,Err:502,7.7,7.7,10:40,ACM,15-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.7,MG/L,200375883,,WWURAP,PR OILTPH 01
EDITHI,31-JUL-13,07/31/13,7-31-2015,Err:502,5,<5.3,09:15,ACS,14-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.3,MG/L,200376411,,WWURAP,PR OILTPH 01
EDITHI,07-AUG-13,08/07/13,8-7-2015,Err:502,12,12,08:40,ACS,28-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200376814,,WWURAP,PR OILTPH 01
EDITHI,13-AUG-13,08/13/13,8-13-2015,Err:502,19,19,10:50,ACS,28-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200377186,,WWURAP,PR OILTPH 01
EDITHI,20-AUG-13,08/20/13,8-20-2015,Err:502,7.6,7.6,11:35,ACS,10-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.6,MG/L,200377654,,WWURAP,PR OILTPH 01
EDITHI,27-AUG-13,08/27/13,8-27-2015,Err:502,8.4,8.4,09:50,ACS,12-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200378135,,WWURAP,PR OILTPH 01
EDITHI,04-SEP-13,09/04/13,9-4-2015,Err:502,19.9,19.9,09:55,ACS,16-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,19.9,MG/L,200378578,,WWURAP,PR OILTPH 01
EDITHI,10-SEP-13,09/10/13,9-10-2015,Err:502,32,32,09:30,JDG,27-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,32,MG/L,200379113,,WWUNAA,PR OILTPH 01
EDITHI,17-SEP-13,09/17/13,9-17-2015,Err:502,17.6,17.6,12:35,ACS,10-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,17.6,MG/L,200379693,,WWURAP,PR OILTPH 01
EDITHI,24-SEP-13,09/24/13,9-24-2015,Err:502,15.8,15.8,08:50,ACS,15-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15.8,MG/L,200380189,,WWURAP,PR OILTPH 01
EDITHI,01-OCT-13,10/01/13,10-1-2015,Err:502,72,72,09:30,ACS,29-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,72,MG/L,200380619,,WWURAP,PR OILTPH 01
EDITHI,08-OCT-13,10/08/13,10-8-2015,Err:502,24.5,24.5,08:50,ACS,03-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,24.5,MG/L,200381096,,WWURAP,PR OILTPH 01
EDITHI,15-OCT-13,10/15/13,10-15-2015,Err:502,5.7,5.7,09:55,ACS,07-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,5.7,MG/L,200381557,,WWURAP,PR OILTPH 01
EDITHI,22-OCT-13,10/22/13,10-22-2015,Err:502,9.3,9.3,09:35,ACS,13-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.3,MG/L,200382066,,WWURAP,PR OILTPH 01
EDITHI,29-OCT-13,10/29/13,10-29-2015,Err:502,5,<5.2,10:10,CJP,20-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.2,MG/L,200382533,,WWURAP,PR OILTPH 01
EDITHI,06-NOV-13,11/06/13,11-6-2015,Err:502,7.8,7.8,09:45,CJP,11-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.8,MG/L,200383066,,WWUSXH,PR OILTPH 01
EDITHI,13-NOV-13,11/13/13,11-13-2015,Err:502,11,11,14:35,CJP,02-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200383482,,WWURAP,PR OILTPH 01
EDITHI,19-NOV-13,11/19/13,11-19-2015,Err:502,30,30,10:05,CP ,09-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,30,MG/L,200383887,,WWUSXH,PR OILTPH 01
EDITHI,25-NOV-13,11/25/13,11-25-2015,Err:502,5,<5.2,10:00,CJP,10-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.2,MG/L,200384291,,WWUSXH,PR OILTPH 01
EDITHI,02-DEC-13,12/02/13,12-2-2015,Err:502,16,16,12:40,ACM,17-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200384670,,WWUSXH,PR OILTPH 01
EDITHI,10-DEC-13,12/10/13,12-10-2015,Err:502,19,19,10:20,ACM,08-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200385143,,WWURAP,PR OILTPH 01
EDITHI,17-DEC-13,12/17/13,12-17-2015,Err:502,5,<5.7,11:00,ACM,07-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.7,MG/L,200385586,,WWURAP,PR OILTPH 01
EDITHI,30-DEC-13,12/30/13,12-30-2015,Err:502,5,<5.7,10:20,ACM,09-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.7,MG/L,200386351,,WWURAP,PR OILTPH 01
EDITHI,08-JAN-14,01/08/14,1-8-2015,Err:502,19,19,13:15,JDG,04-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200386865,,WWURAP,PR OILTPH 01
EDITHI,15-JAN-14,01/15/14,1-15-2015,Err:502,5.9,5.9,10:20,JDG,09-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,5.9,MG/L,200387365,,WWURAP,PR OILTPH 01
EDITHI,22-JAN-14,01/22/14,1-22-2015,Err:502,39.4,39.4,09:20,JDG,04-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,39.4,MG/L,200387755,,WWURAP,PR OILTPH 01
EDITHI,29-JAN-14,01/29/14,1-29-2015,Err:502,14,14,11:50,JDG,27-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200388219,,WWURAP,PR OILTPH 01
EDITHI,04-FEB-14,02/04/14,2-4-2015,Err:502,12,12,11:40,JDG,02-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200388591,,WWURAP,PR OILTPH 01
EDITHI,12-FEB-14,02/12/14,2-12-2015,Err:502,16,16,13:00,JDG,26-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200389190,,WWURAP,PR OILTPH 01
EDITHI,26-FEB-14,02/26/14,2-26-2015,Err:502,28,28,10:55,ACS,16-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,28,MG/L,200390025,,WWURAP,PR OILTPH 01
EDITHI,19-FEB-14,02/19/14,2-19-2015,Err:502,26,26,10:35,JDG,26-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,26,MG/L,200389542,,WWURAP,PR OILTPH 01
EDITHI,04-MAR-14,03/04/14,3-4-2015,Err:502,24,24,11:35,JDG,20-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200390408,,WWURAP,PR OILTPH 01
EDITHI,12-MAR-14,03/12/14,3-12-2015,Err:502,16,16,13:25,JDG,25-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200390978,,WWURAP,PR OILTPH 01
EDITHI,02-APR-14,04/02/14,4-2-2015,Err:502,15,15,12:30,JDG,16-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200392354,,WWURAP,PR OILTPH 01
EDITHI,08-APR-14,04/08/14,4-8-2015,Err:502,14,14,10:15,JDG,20-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200392725,,WWURAP,PR OILTPH 01
